u,v,key,osmid,oneway,lanes,highway,maxspeed,reversed,length,geometry,ref,bridge,access,name,width,junction,tunnel,fid
25632432,25632438,0,1016548265,False,,secondary,,True,15.265,"LINESTRING (-8.6020829 41.1489819, -8.6019541 41.1489573, -8.6019062 41.1489481)",,,,Rua de Fernandes Tomás,,,,102
25632433,25632432,0,14328446,True,,secondary,,False,94.25200000000001,"LINESTRING (-8.6031713 41.1491982, -8.6031168 41.149187, -8.6022439 41.1490138, -8.6020829 41.1489819)",,,,Rua de Fernandes Tomás,,,,103
25632438,25632432,0,1016548265,False,,secondary,,False,15.265,"LINESTRING (-8.6019062 41.1489481, -8.6019541 41.1489573, -8.6020829 41.1489819)",,,,Rua de Fernandes Tomás,,,,104
25632438,129555296,0,1016548265,False,,secondary,,True,114.338,"LINESTRING (-8.6019062 41.1489481, -8.6016995 41.1489086, -8.6009243 41.1487603, -8.6005827 41.1486949)",,,,Rua de Fernandes Tomás,,,,105
25632446,25632447,0,252526954,False,3,secondary,,True,131.757,"LINESTRING (-8.6047458 41.1536304, -8.604695 41.1548147)",,,,Rua de Santa Catarina,,,,106
25632446,1887601134,0,38336634,True,3,secondary,,False,64.721,"LINESTRING (-8.6047458 41.1536304, -8.6047782 41.1535564, -8.6048056 41.1535394, -8.6048512 41.1535301, -8.605286 41.153536, -8.6054379 41.153538)",,,,Rua de Gonçalo Cristóvão,,,,107
25632447,25632446,0,252526954,False,3,secondary,,False,131.757,"LINESTRING (-8.604695 41.1548147, -8.6047458 41.1536304)",,,,Rua de Santa Catarina,,,,108
25632447,501225889,0,34597437,False,2,secondary,,True,203.676,"LINESTRING (-8.604695 41.1548147, -8.6046934 41.1548856, -8.6046039 41.1566451)",,,,Rua de Santa Catarina,,,,109
25632449,25632447,0,8367154,True,2,secondary,,False,143.75099999999998,"LINESTRING (-8.6030152 41.1545708, -8.6031238 41.1546047, -8.6045925 41.15478, -8.604695 41.1548147)",,,,Rua da Escola Normal,4,,,110
25632449,25632425,0,1017147076,True,,tertiary,,False,151.744,"LINESTRING (-8.6030152 41.1545708, -8.6031212 41.1542775, -8.6034373 41.1534803, -8.6035241 41.1532611)",,,,Rua da Alegria,4,,,111
25632450,25632454,0,"[8367153, 1187716775]",True,"['1', '2']",residential,,False,186.341,"LINESTRING (-8.6055786 41.1551419, -8.6056176 41.1550805, -8.6057815 41.1548264, -8.6058273 41.1547476, -8.6059339 41.1544936, -8.6059704 41.1544163, -8.6060052 41.1543219, -8.606061 41.1542332, -8.6062122 41.153958, -8.6062335 41.1538976, -8.606231 41.1536531, -8.6062254 41.1535633)",,,,Rua das Carvalheiras,4,,,112
25632450,25632447,0,35111843,True,,living_street,,False,83.25399999999999,"LINESTRING (-8.6055786 41.1551419, -8.6055017 41.1550766, -8.604695 41.1548147)",,,,Travessa da Fontinha,4,,,113
25632454,4685392590,0,304688481,True,,residential,,False,17.05,"LINESTRING (-8.6062254 41.1535633, -8.6063192 41.15351, -8.6063729 41.1534593)",,,,,,,,114
25632454,129550851,0,738996910,True,2,secondary,,False,141.737,"LINESTRING (-8.6062254 41.1535633, -8.6078326 41.1535827, -8.6079181 41.1535824)",,,,Rua de Gonçalo Cristóvão,,,,115
25632463,4077112088,0,8367118,True,2,secondary,,False,45.8,"LINESTRING (-8.6026294 41.155553, -8.6027794 41.1551569)",,,,Rua da Alegria,4,,,116
25632463,138197779,0,453762039,False,2,secondary,,False,187.034,"LINESTRING (-8.6026294 41.155553, -8.6025887 41.1556541, -8.6024885 41.1559069, -8.6021954 41.1566361, -8.6019875 41.1571641)",,,,Rua da Alegria,,,,117
25632466,2053571406,0,167487390,True,,tertiary,,False,207.43199999999996,"LINESTRING (-8.5997196 41.1532952, -8.5996218 41.1532331, -8.599575 41.1532023, -8.5995416 41.153186, -8.5995099 41.1531727, -8.5990823 41.1530352, -8.5983095 41.1528177, -8.5975401 41.1526012, -8.5974968 41.1525888, -8.5974466 41.1525745)",,,,Rua Cardeal Dom Américo,,,,118
25632466,2053571360,0,350915450,True,2,tertiary,,False,179.81799999999998,"LINESTRING (-8.5997196 41.1532952, -8.5997401 41.153182, -8.5999945 41.1517517, -8.600005 41.1516924)",,,,Rua de Santos Pousada,,,,119
25632521,25632466,0,1174855823,True,2,tertiary,,False,138.737,"LINESTRING (-8.5994778 41.1545295, -8.5996905 41.1534223, -8.5997196 41.1532952)",,,,Rua de Santos Pousada,,,,120
26015872,25507552,0,"[480146192, 480148052, 480146191]",True,4,motorway,80,False,235.167,"LINESTRING (-8.586275 41.1667121, -8.585881 41.1666361, -8.5852376 41.166587, -8.5846706 41.1665489, -8.5844575 41.1665245, -8.5842759 41.1664861, -8.5840123 41.1664215, -8.5837625 41.1663314, -8.5835683 41.166241)",IC 23;A 20,yes,,Via de Cintura Interna,,,,121
26015879,26122713,0,"[1175963892, 4259343]",True,"['1', '2']",motorway_link,"['60', '120']",False,264.89,"LINESTRING (-8.5938865 41.1713532, -8.5940381 41.1714805, -8.5941082 41.1715674, -8.5942388 41.1716745, -8.59433 41.1717717, -8.5944167 41.1718799, -8.5944998 41.1719877, -8.594564 41.1720954, -8.5946198 41.1722149, -8.5946668 41.1723373, -8.594697 41.1724602, -8.5947144 41.1725844, -8.59472 41.1727078, -8.5947085 41.1728674, -8.5946855 41.1730597, -8.5945277 41.1735411)",,,,Autoestrada de Entre-Douro-e-Minho,,,,122
26015879,26015889,0,478882418,True,2,motorway,80,False,284.471,"LINESTRING (-8.5938865 41.1713532, -8.5942438 41.1715311, -8.5945238 41.1716668, -8.5948342 41.1717775, -8.595151 41.1718512, -8.5953139 41.1718772, -8.5954794 41.1718939, -8.5958202 41.1719027, -8.59615 41.1718873, -8.5962995 41.1718764, -8.5964826 41.171863, -8.5967824 41.1718256, -8.5970968 41.1717841)",IC 23;A 20,,,Via de Cintura Interna,,,,123
26015889,3092764704,0,"[478882413, 478882414, 478882415, 478882416, 478882417]",True,4,motorway,80,False,319.88199999999995,"LINESTRING (-8.5970968 41.1717841, -8.5972761 41.1717442, -8.5976502 41.1716611, -8.5984665 41.171497, -8.5990121 41.1713899, -8.5996552 41.17129, -8.5999122 41.1712674, -8.6002377 41.1712524, -8.6002844 41.1712502, -8.6005164 41.1712527, -8.6008317 41.1712629)",IC 23,,,Via de Cintura Interna,,,,124
26015892,26122713,0,"[29036513, 345566834, 4259341, 367461726]",True,2,motorway_link,"['120', '40', '50']",False,506.41200000000003,"LINESTRING (-8.5980825 41.1714553, -8.5975946 41.1714676, -8.5974617 41.1714666, -8.5973448 41.1714524, -8.5972625 41.1714317, -8.597189 41.1714034, -8.5971217 41.1713693, -8.5970598 41.1713264, -8.5970031 41.1712801, -8.5969539 41.1712318, -8.5969081 41.1711811, -8.5968096 41.1710793, -8.5967547 41.1710353, -8.5966923 41.1709944, -8.5966209 41.1709653, -8.5965435 41.1709424, -8.5964641 41.170931, -8.5963828 41.1709249, -8.5962944 41.1709321, -8.5962091 41.1709463, -8.596127 41.1709757, -8.596047 41.1710149, -8.5959879 41.1710561, -8.5959329 41.1711002, -8.5958815 41.1711507, -8.5958336 41.1712024, -8.5957413 41.1713111, -8.595653 41.1714192, -8.5955452 41.1715535, -8.5954147 41.1717461, -8.5953445 41.1718573, -8.5952784 41.1719747, -8.595221 41.1720805, -8.5951136 41.1723135, -8.5949531 41.1726805, -8.5948586 41.1728652, -8.5945277 41.1735411)",,viaduct,,Autoestrada de Entre-Douro-e-Minho,,,,125
26015892,3092764693,0,345566829,True,3,motorway,80,False,151.715,"LINESTRING (-8.5980825 41.1714553, -8.5976016 41.171549, -8.5971127 41.1716434, -8.5967867 41.1717033, -8.5963197 41.1717708)",IC 23,,,Via de Cintura Interna,,,,126
26015928,128577519,0,"[479365564, 13797813, 453274470]",True,3,motorway,80,False,739.0809999999999,"LINESTRING (-8.6187612 41.1737099, -8.6170284 41.1738986, -8.6156709 41.174086, -8.6143873 41.1743083, -8.6140672 41.1743661, -8.6140302 41.1743728, -8.6138164 41.1744012, -8.6135991 41.1744244, -8.6134214 41.1744366, -8.6131713 41.17445, -8.6129641 41.1744527, -8.6127628 41.174451, -8.6127242 41.1744497, -8.6124799 41.1744391, -8.6122417 41.1744198, -8.6117545 41.1743715, -8.6113088 41.174325, -8.6112907 41.1743231, -8.6108274 41.1742758, -8.6103421 41.1741747, -8.6100682 41.1741101)",IC 23;A 20,yes,,Via de Cintura Interna,,,,127
26015928,411831032,0,"[480083544, 1167578688]",True,"['1', '2']",motorway_link,,False,148.96499999999997,"LINESTRING (-8.6187612 41.1737099, -8.6186209 41.1736604, -8.6176533 41.1737269, -8.6170037 41.1737785)",,,,,,,,128
26015929,26016417,0,"[479187303, 398030856, 479127849, 479127848, 479192145, 35047581, 35047582]",True,"['4', '3']",motorway,80,False,1343.7279999999998,"LINESTRING (-8.6254855 41.1731767, -8.6260123 41.1731103, -8.6262534 41.1730907, -8.6267878 41.1730336, -8.6270731 41.1730093, -8.6275707 41.1729486, -8.628169 41.1728587, -8.6285898 41.1727779, -8.6292317 41.1726391, -8.6318043 41.1721074, -8.6341836 41.171604, -8.6349099 41.1714503, -8.6353823 41.1713354, -8.6361072 41.171126, -8.6364412 41.1710052, -8.6368408 41.1708607, -8.63722 41.1706806, -8.6376588 41.1704546, -8.6383315 41.170043, -8.6391914 41.1694225, -8.6396461 41.1690926, -8.6400656 41.1687869)",IC 23;A 20,yes,,Via de Cintura Interna,,,,129
26016417,26016750,0,"[398030857, 479127847]",True,3,motorway,80,False,211.25900000000001,"LINESTRING (-8.6400656 41.1687869, -8.6409606 41.1681478, -8.6418896 41.1674738)",IC 23;A 20,,,Via de Cintura Interna,,,,130
26016417,25503951,0,"[1171297152, 1171297151, 479183661, 398030863]",True,"['1', '2']",motorway_link,"['60', '40']",False,177.257,"LINESTRING (-8.6400656 41.1687869, -8.6401945 41.1687955, -8.6405856 41.1685887, -8.6407643 41.1685184, -8.6409613 41.168461, -8.6414418 41.168377, -8.6418676 41.1683558, -8.6420446 41.168347)",IC 1,,,,,,,131
26016418,1110673549,0,"[479187304, 479187305, 398030858, 105482346, 430528809, 479127828]",True,"['4', '3']",motorway,80,False,1104.387,"LINESTRING (-8.6402255 41.1684717, -8.6399326 41.1686848, -8.6397864 41.1687912, -8.6394296 41.1690508, -8.6390617 41.1693235, -8.6382159 41.169924, -8.6375489 41.1703398, -8.6371357 41.1705565, -8.6367384 41.1707316, -8.6363663 41.1708806, -8.6360389 41.1709882, -8.6353214 41.1712011, -8.6347085 41.171345, -8.6341331 41.1714657, -8.6317597 41.1719635, -8.629856 41.1723601, -8.6291813 41.1725108, -8.6285632 41.1726528)",IC 23;A 20,,,Via de Cintura Interna,,,,132
26016419,4468021928,0,4256485,True,1,motorway_link,,False,232.04000000000002,"LINESTRING (-8.6424338 41.1670798, -8.6427322 41.1669635, -8.6428465 41.1669295, -8.6430039 41.1669303, -8.6431414 41.1669617, -8.6432498 41.1670147, -8.6434217 41.1671493, -8.6435503 41.1672823, -8.6436008 41.1674032, -8.6435717 41.1675207, -8.6434893 41.1676087, -8.6434218 41.1676499, -8.6432961 41.1676902, -8.6431748 41.1676979, -8.6430669 41.1676804, -8.6429743 41.1676362, -8.6428707 41.1675859, -8.6426564 41.1674784)",,,,,,,,133
26016419,26016423,0,105482347,True,3,motorway,80,False,154.523,"LINESTRING (-8.6424338 41.1670798, -8.6431264 41.1665944, -8.6438364 41.1661784)",IC 23,,,Via de Cintura Interna,,,,134
26016423,126580884,0,"[106441012, 479127845, 479127846]",True,"['4', '5']",motorway,80,False,368.62,"LINESTRING (-8.6438364 41.1661784, -8.6439195 41.1661341, -8.6440977 41.1660391, -8.6448354 41.1656763, -8.6457185 41.1652957, -8.6464215 41.1649919, -8.6471743 41.1646601, -8.6475889 41.1644474)",IC 23,,,Via de Cintura Interna,,,,135
26016441,111464592,0,"[597084096, 13703046, 479165071, 63202741, 453955770, 13703039]",True,"['4', '3']",motorway,80,False,524.8950000000001,"LINESTRING (-8.6473116 41.1583005, -8.6467838 41.1576721, -8.6465457 41.1573886, -8.6464105 41.157204, -8.6463361 41.1570948, -8.6460349 41.156564, -8.6459571 41.1564041, -8.6458826 41.1562423, -8.6457532 41.1559312, -8.645209 41.1545847, -8.6450522 41.1542122, -8.6449368 41.1539618)",IC 23,"['viaduct', 'yes']",,Via de Cintura Interna,,,,136
26016458,4444772660,0,"[1165499578, 447313060, 63202748, 447313061]",True,"['4', '3']",motorway,80,False,461.165,"LINESTRING (-8.6423205 41.1516478, -8.6428349 41.1519595, -8.6430887 41.1521214, -8.643336 41.1522959, -8.6436757 41.1525659, -8.6437924 41.1526663, -8.6439403 41.1528041, -8.6441769 41.1530624, -8.6444154 41.1533696, -8.6445129 41.1535123, -8.6446242 41.1536905, -8.6447139 41.1538521, -8.644892 41.1542335, -8.6450444 41.1545998, -8.6452306 41.1550502)",IC 23,viaduct,,Via de Cintura Interna,,,,137
26016466,111461666,0,"[1173394057, 95841153, 12297710, 95841130]",True,2,motorway_link,50,False,546.0590000000001,"LINESTRING (-8.6408358 41.1497612, -8.6408452 41.1498869, -8.6408451 41.1500061, -8.6408304 41.1501359, -8.6408061 41.1502451, -8.6407727 41.1503409, -8.6407308 41.1504296, -8.6406614 41.1505408, -8.6405741 41.1506439, -8.6405511 41.1506655, -8.6404633 41.1507452, -8.6403555 41.1508255, -8.6401696 41.1509354, -8.6399025 41.1510462, -8.6396514 41.1511125, -8.639395 41.1511419, -8.6390773 41.1511383, -8.6385316 41.1510977, -8.6381032 41.151072, -8.6376163 41.1510395, -8.6364993 41.1509783, -8.6357446 41.1509154, -8.6355071 41.1509208)",,yes,,,,,,138
26016466,26016458,0,35539786,True,3,motorway,80,False,248.928,"LINESTRING (-8.6408358 41.1497612, -8.6408884 41.1499311, -8.6409421 41.1500826, -8.6409924 41.1502078, -8.6410489 41.1503241, -8.6411117 41.1504401, -8.6411828 41.1505562, -8.6412549 41.150667, -8.6413369 41.1507828, -8.6414029 41.1508681, -8.6414222 41.150893, -8.64151 41.1509899, -8.6416166 41.151099, -8.6417185 41.1511967, -8.641824 41.1512902, -8.641944 41.1513866, -8.6420639 41.1514765, -8.6421874 41.1515623, -8.6423205 41.1516478)",IC 23,,,Via de Cintura Interna,,,,139
26016750,26016419,0,398030861,True,4,motorway,80,False,63.202,"LINESTRING (-8.6418896 41.1674738, -8.6424338 41.1670798)",IC 23;A 20,,,Via de Cintura Interna,,,,140
26122714,3092764693,0,"[4259344, 345566832, 1175963891, 367461725, 1174008830]",True,"['1', '2']",motorway_link,"['60', '40']",False,431.3449999999999,"LINESTRING (-8.5947981 41.1734158, -8.5949695 41.1729406, -8.5950754 41.1726693, -8.5952256 41.1723205, -8.5953322 41.1720913, -8.5954067 41.1719534, -8.5954742 41.1718423, -8.5955495 41.1717255, -8.5956639 41.1715669, -8.5958017 41.1713937, -8.5959364 41.1712364, -8.5959872 41.1711889, -8.5961111 41.1710959, -8.596174 41.1710601, -8.5962489 41.171032, -8.5964111 41.1710187, -8.5964931 41.1710283, -8.5965733 41.1710492, -8.5966464 41.1710843, -8.59671 41.17113, -8.5967614 41.1711865, -8.5968023 41.1712646, -8.5968143 41.1713227, -8.5968157 41.1713861, -8.5967954 41.1714489, -8.5967755 41.1714806, -8.5967325 41.1715306, -8.5966811 41.1715759, -8.596563 41.1716486, -8.5963197 41.1717708)",1,viaduct,,,,,,141
26122714,26015889,0,4259345,True,2,motorway_link,60,False,277.204,"LINESTRING (-8.5947981 41.1734158, -8.5949884 41.1730954, -8.5950798 41.1729629, -8.5951598 41.1728509, -8.5952434 41.1727417, -8.5953427 41.1726308, -8.5954345 41.1725314, -8.5955452 41.1724333, -8.5956604 41.1723394, -8.595785 41.172249, -8.5959191 41.1721731, -8.5960605 41.1721046, -8.5962087 41.1720432, -8.5964348 41.1719616, -8.5970968 41.1717841)",1,,,,,,,142
60795247,2284958175,0,"[37092216, 464784235, 172963176]",False,2,residential,,False,93.328,"LINESTRING (-8.6381035 41.170477, -8.6380756 41.1704449, -8.6375683 41.1699357, -8.637495 41.1698612, -8.6374452 41.1698)",,yes,,Rua Central de Francos,,,,143
60795247,257736401,0,666663897,False,2,residential,,False,35.788,"LINESTRING (-8.6381035 41.170477, -8.6381194 41.1705149, -8.6381185 41.170534, -8.6381145 41.1705548, -8.6380971 41.170583, -8.6380812 41.1706025, -8.6380634 41.1706161, -8.6380317 41.1706303, -8.6379316 41.1706671, -8.6379014 41.170684, -8.6378727 41.1707033)",,,,Rua de Maria Lamas,,,,144
90378707,428217482,0,219527968,True,2,secondary,50,False,127.611,"LINESTRING (-8.6287846 41.1588568, -8.6288451 41.158895, -8.628861 41.1589279, -8.6288409 41.1590401, -8.6287017 41.1594794, -8.6285628 41.1599564)",,,,Avenida da França,,,,145
90378707,2094769995,0,608418578,True,3,primary,,False,23.392,"LINESTRING (-8.6287846 41.1588568, -8.6289509 41.1588771, -8.629061 41.1588874)",,,,Praça Mouzinho de Albuquerque,,roundabout,,146
90378713,129795158,0,"[434882592, 13848825]",True,"['1', '2']",secondary,,False,100.553,"LINESTRING (-8.6294021 41.1569695, -8.6294436 41.1568024, -8.6295052 41.1565595, -8.6295273 41.1564902, -8.6296263 41.1561495, -8.6296436 41.1560838)",,,,"['Rua Caldas Xavier', 'Praça do Bom Sucesso']",,,,147
90378713,3446699979,0,741767467,True,3,primary,,False,72.44099999999999,"LINESTRING (-8.6294021 41.1569695, -8.6292217 41.1569555, -8.6291898 41.1569521, -8.6289695 41.156957, -8.6287535 41.1569902, -8.6287122 41.1570027, -8.6285578 41.1570493)",,,,Praça Mouzinho de Albuquerque,,roundabout,,148
90378716,3446699996,0,608418576,True,3,primary,,False,62.238,"LINESTRING (-8.6279141 41.1578748, -8.6279053 41.1579511, -8.6279026 41.1580992, -8.6279143 41.158163, -8.6279352 41.1582767, -8.6279623 41.1583483, -8.6280124 41.1584204)",,,,Praça Mouzinho de Albuquerque,,roundabout,,149
111415443,8268096108,0,"[1188970434, 13702685]",True,"['1', '2']",secondary,50,False,198.86700000000002,"LINESTRING (-8.6439449 41.1603361, -8.6440031 41.1602382, -8.644178 41.1599425, -8.6442168 41.1598769, -8.6442273 41.1598592, -8.6442902 41.1597535, -8.6442985 41.1597395, -8.6448213 41.1588688, -8.6449149 41.1587036)",,,,Rua de João Grave,,,,150
111415443,111415445,0,224646233,True,2,primary,,False,161.78,"LINESTRING (-8.6439449 41.1603361, -8.6436513 41.1602864, -8.6423077 41.1600589, -8.6420585 41.1600204)",,,,Avenida da Boavista,,,,151
111415445,343646787,0,975258840,True,,secondary,,False,12.528,"LINESTRING (-8.6420585 41.1600204, -8.641946 41.1600947)",,,,Rua de António Bessa Leite,,,,152
111415445,5284452939,0,975258841,True,2,primary,,False,50.658,"LINESTRING (-8.6420585 41.1600204, -8.6416183 41.1599508, -8.6414663 41.1599268)",,,,Avenida da Boavista,,,,153
111415446,1239645077,0,252519361,True,,residential,,False,12.442,"LINESTRING (-8.6358336 41.1589918, -8.6357116 41.1590557)",,,,Rua João de Deus,,,,154
111415446,5284452753,0,"[1177650957, 250949165, 1177650958]",True,"['2', '3']",primary,,False,218.883,"LINESTRING (-8.6358336 41.1589918, -8.6355343 41.1589437, -8.635316 41.1589086, -8.6352624 41.1589, -8.6350674 41.1588686, -8.6345512 41.1587795, -8.6345103 41.1587738, -8.6343641 41.1587487, -8.6342105 41.1587222, -8.6341734 41.1587158, -8.6339939 41.1586849, -8.6336453 41.1586249, -8.6334014 41.1585822, -8.633282 41.1585628)",,,,Avenida da Boavista,,,,155
111459759,111459776,0,12296516,False,2,primary,50,False,714.8380000000001,"LINESTRING (-8.6459497 41.148402, -8.6457443 41.1483728, -8.6431456 41.1480334, -8.6429337 41.1480233, -8.6427201 41.1480275, -8.6424342 41.1480489, -8.642183 41.1480796, -8.6418667 41.1481347, -8.6415429 41.1482073, -8.6409263 41.1483551, -8.6405896 41.1484311, -8.6402582 41.1484598, -8.6399939 41.1484717, -8.6386158 41.1483953, -8.6375375 41.1483305)",EN 12,,,Rua do Ouro,,,,156
111459759,285910461,0,12296516,False,2,primary,50,True,215.454,"LINESTRING (-8.6459497 41.148402, -8.6461764 41.1484325, -8.6464234 41.148458, -8.6469042 41.1484748, -8.6474164 41.1484475, -8.6475927 41.1484217, -8.6479638 41.1483674, -8.6484771 41.1482384)",EN 12,,,Rua do Ouro,,,,157
111459759,4477706859,0,"[450866001, 39915326]",False,,residential,,"[False, True]",339.53700000000003,"LINESTRING (-8.6459497 41.148402, -8.6459294 41.1484732, -8.6459235 41.1485017, -8.6458668 41.1487754, -8.645887 41.1488547, -8.6464722 41.1495421, -8.646534 41.1496799, -8.6465543 41.1497871, -8.6465513 41.1498891, -8.6465111 41.1502774, -8.6465259 41.1503601, -8.6466067 41.1505456, -8.6466565 41.1506289, -8.6467669 41.1507246, -8.6468389 41.1507736, -8.6469267 41.1508107, -8.6471386 41.1508403, -8.6473081 41.150838, -8.647423 41.1507947)",,,,"['Rua de Carvalho Barbosa', 'Rua da Mocidade da Arrábida']",,,,158
111459776,111459780,0,12296516,False,2,primary,50,False,137.588,"LINESTRING (-8.6375375 41.1483305, -8.6370282 41.1482938, -8.6368506 41.1482719, -8.636537 41.1482282, -8.6359246 41.1481085)",EN 12,,,Rua do Ouro,,,,159
111459776,111459759,0,12296516,False,2,primary,50,True,714.8380000000001,"LINESTRING (-8.6375375 41.1483305, -8.6386158 41.1483953, -8.6399939 41.1484717, -8.6402582 41.1484598, -8.6405896 41.1484311, -8.6409263 41.1483551, -8.6415429 41.1482073, -8.6418667 41.1481347, -8.642183 41.1480796, -8.6424342 41.1480489, -8.6427201 41.1480275, -8.6429337 41.1480233, -8.6431456 41.1480334, -8.6457443 41.1483728, -8.6459497 41.148402)",EN 12,,,Rua do Ouro,,,,160
111459780,111459776,0,12296516,False,2,primary,50,True,137.58800000000002,"LINESTRING (-8.6359246 41.1481085, -8.636537 41.1482282, -8.6368506 41.1482719, -8.6370282 41.1482938, -8.6375375 41.1483305)",EN 12,,,Rua do Ouro,,,,161
111459780,111467270,0,480494959,False,2,primary,,False,198.10399999999998,"LINESTRING (-8.6359246 41.1481085, -8.6353043 41.1479468, -8.6349636 41.1478484, -8.6344362 41.1476992, -8.6338845 41.1474863, -8.6337433 41.1474276)",EN 12,,,Cais do Bicalho,,,,162
111459780,478903689,0,519421628,False,,living_street,,True,50.074,"LINESTRING (-8.6359246 41.1481085, -8.635903 41.1481715, -8.6358814 41.1482245, -8.6360161 41.1482608, -8.6362938 41.1483356)",,,,,,,,163
