u,v,key,osmid,oneway,lanes,highway,maxspeed,reversed,length,geometry,ref,bridge,access,name,width,junction,tunnel,fid
2678049803,2678049808,0,262150136,True,,residential,,False,41.724000000000004,"LINESTRING (-8.5910844 41.1579167, -8.5911164 41.1578541, -8.5911835 41.1577203, -8.591267 41.1575676)",,,,Rua Oliveira Santos,,,,6282
2678049804,2678049808,0,482122899,True,,residential,20,False,48.354,"LINESTRING (-8.5913476 41.1579982, -8.591267 41.1575676)",,,,Rua das Antas,3,,,6283
2678049804,2678049803,0,262150135,False,,residential,,True,23.827,"LINESTRING (-8.5913476 41.1579982, -8.5911681 41.1579412, -8.5910844 41.1579167)",,,,Rua João Pregueira Mendes,,,,6284
2678049805,2678049807,0,262150130,False,,residential,,False,22.87,"LINESTRING (-8.5910721 41.1584869, -8.5908149 41.1584176)",,,,Rua Carlos Graça,,,,6285
2678049806,2678049807,0,262150131,False,,residential,,False,6.532,"LINESTRING (-8.5907861 41.1584722, -8.5908149 41.1584176)",,,,Rua Oliveira Santos,,,,6286
2678049807,2678049805,0,262150130,False,,residential,,True,22.87,"LINESTRING (-8.5908149 41.1584176, -8.5910721 41.1584869)",,,,Rua Carlos Graça,,,,6287
2678049807,2678049806,0,262150131,False,,residential,,True,6.532,"LINESTRING (-8.5908149 41.1584176, -8.5907861 41.1584722)",,,,Rua Oliveira Santos,,,,6288
2678049807,2678049799,0,262150130,False,,residential,,False,79.285,"LINESTRING (-8.5908149 41.1584176, -8.5907416 41.1583956, -8.589935 41.1581539)",,,,Rua Carlos Graça,,,,6289
2678049807,2678049803,0,262150131,False,,residential,,False,60.095,"LINESTRING (-8.5908149 41.1584176, -8.5908486 41.1583568, -8.5910844 41.1579167)",,,,Rua Oliveira Santos,,,,6290
2678049808,299614042,0,482122899,True,,residential,20,False,55.804,"LINESTRING (-8.591267 41.1575676, -8.5911835 41.1570697)",,,,Rua das Antas,3,,,6291
2678049809,2165540625,0,448834157,True,,residential,,False,36.579,"LINESTRING (-8.591531 41.1588902, -8.5917784 41.1589087, -8.5918765 41.1589215, -8.5919652 41.1589193)",,,,Travessa das Antas,,,,6292
2678049809,2678049804,0,482122899,True,,residential,20,False,100.601,"LINESTRING (-8.591531 41.1588902, -8.5915332 41.15876, -8.5913826 41.1581445, -8.5913476 41.1579982)",,,,Rua das Antas,3,,,6293
2689537159,2689538408,0,263330686,False,,residential,,False,15.968,"LINESTRING (-8.6205658 41.1676759, -8.6205557 41.1675325)",,,,Rua de São Dinis,,,,6294
2689537159,343646741,0,"[263330570, 453847715]",True,,living_street,,False,150.46300000000002,"LINESTRING (-8.6205658 41.1676759, -8.6214841 41.1676236, -8.621573 41.1676315, -8.6220799 41.1678172, -8.6221413 41.1678286, -8.6223014 41.1678284)",,,,"['Rua de São Dinis', 'Travessa Nove de Abril']",,,,6295
2689537165,416011692,0,741767470,False,,tertiary,,True,10.646,"LINESTRING (-8.6215496 41.1699356, -8.6216055 41.1698496)",,,,Rua de Monsanto,,,,6296
2689537165,4598508646,0,868014850,False,,tertiary,,False,22.102,"LINESTRING (-8.6215496 41.1699356, -8.6214728 41.1700002, -8.6213604 41.1700737)",,,,Rua de Monsanto,,,,6297
2689538408,474728387,0,39607956,False,,tertiary,,False,30.025,"LINESTRING (-8.6205557 41.1675325, -8.620199 41.1675609)",,,,Rua de São Dinis,,,,6298
2689538408,2689537159,0,263330686,False,,residential,,True,15.968,"LINESTRING (-8.6205557 41.1675325, -8.6205658 41.1676759)",,,,Rua de São Dinis,,,,6299
2689538408,474789304,0,1187724077,False,,tertiary,,True,72.185,"LINESTRING (-8.6205557 41.1675325, -8.6213684 41.1674938, -8.6214164 41.1674924)",,,,Rua de São Dinis,,,,6300
2754519751,1866347299,0,734269567,False,,residential,,True,7.744,"LINESTRING (-8.629971 41.161624, -8.6300492 41.1615868)",,,,Rua Helena Sá e Costa,,,,6301
2754519751,7859526776,0,176070927,False,,residential,,False,92.88900000000001,"LINESTRING (-8.629971 41.161624, -8.6300807 41.161777, -8.6301803 41.161907, -8.6302942 41.1620754, -8.6305361 41.1623415)",,,,Rua General Norton de Matos,,,,6302
2754519751,475341703,0,842483655,False,,residential,,True,96.754,"LINESTRING (-8.629971 41.161624, -8.6295003 41.1618388, -8.629357 41.1619311, -8.6292846 41.1619997, -8.6292005 41.1622168)",,,,Rua General Norton de Matos,,,,6303
2759489347,415754682,0,35443677,True,,residential,,False,32.764,"LINESTRING (-8.5770248 41.1568167, -8.577353 41.1569772)",,,,Rua da Corujeira de Baixo,,,,6304
2759489347,1097379657,0,271000655,True,,residential,,False,49.588,"LINESTRING (-8.5770248 41.1568167, -8.5765285 41.1565733)",,,,Rua da Corujeira de Baixo,,,,6305
2791602881,1550093923,0,"[141611369, 620679851, 274445215]",False,,residential,,True,128.868,"LINESTRING (-8.5363871 41.1597095, -8.5363493 41.1597066, -8.5362906 41.1597019, -8.5348545 41.1596012)",,yes,,Rua das Estrelas,,,,6306
2795602058,1687477571,0,274894743,False,,residential,,False,41.900999999999996,"LINESTRING (-8.5524239 41.1697281, -8.5524819 41.1699989, -8.5524684 41.1700371, -8.5524505 41.1700604, -8.5524216 41.1700892)",,,,Rua Dom António Ribeiro,,,,6307
2829209747,25632412,0,14328446,True,,secondary,,False,113.035,"LINESTRING (-8.6053983 41.1496976, -8.604716 41.1495396, -8.6046848 41.1495324, -8.6046127 41.1495157, -8.6045814 41.1495087, -8.6041093 41.1493955)",,,,Rua de Fernandes Tomás,,,,6308
2829209747,2204099938,0,"[434878400, 747471006]",False,2,secondary,,False,155.80800000000002,"LINESTRING (-8.6053983 41.1496976, -8.6056921 41.1497634, -8.605782 41.1497835, -8.6058734 41.1498051, -8.6061311 41.1498658, -8.6063691 41.14992, -8.6070231 41.1500653, -8.6071805 41.1501006)",,,,Rua de Fernandes Tomás,,,,6309
2837480710,1548068063,0,279525893,False,,living_street,,True,31.317,"LINESTRING (-8.5735253 41.1476032, -8.5734699 41.1476592, -8.5733132 41.1478351)",,,,Rua do Meiral,,,,6310
2837480710,1548066852,0,461932818,False,,living_street,,True,59.017,"LINESTRING (-8.5735253 41.1476032, -8.5735754 41.1474781, -8.5735823 41.1474278, -8.5735868 41.1473767, -8.5735712 41.1473145, -8.5735439 41.1472522, -8.5734276 41.1471072)",,,,Largo de São Pedro,,,,6311
2846652420,1461678986,0,132854551,False,,residential,,True,91.18299999999999,"LINESTRING (-8.6257504 41.1764408, -8.6256521 41.1764754, -8.6255034 41.1765854, -8.6254942 41.1765938, -8.6253358 41.1767382, -8.6250816 41.1770703)",,,,Rua de Santa Luzia,,,,6312
2846652420,2355944033,0,280576148,True,,residential,,False,42.935,"LINESTRING (-8.6257504 41.1764408, -8.625933 41.1764329, -8.6260995 41.1764474, -8.6262583 41.1764733)",,,,Rua Alberto Sampaio,,,,6313
2846652420,1461653515,0,1017628557,False,,residential,,False,38.861999999999995,"LINESTRING (-8.6257504 41.1764408, -8.6258739 41.1764001, -8.6260822 41.1763432, -8.6261833 41.1763148)",,,,Rua de Santa Luzia,,,,6314
2852022741,3896080933,0,"[128825640, 386286206]",False,,residential,,False,162.527,"LINESTRING (-8.6147127 41.1509259, -8.6146163 41.1508826, -8.6143131 41.1507524, -8.6142915 41.1507303, -8.6142679 41.1507217, -8.6130976 41.1502945, -8.6129951 41.1502526)",,,,"['Largo do Pinheiro', 'Rua do Pinheiro']",,,,6315
2852022741,2852022760,0,1188978368,True,2,residential,,False,68.049,"LINESTRING (-8.6147127 41.1509259, -8.6147002 41.1510452, -8.6146727 41.1514113, -8.6146699 41.1515369)",,,,Praça Coronel Pacheco,,,,6316
2852022760,2852022741,0,128825638,True,,residential,,False,142.85399999999996,"LINESTRING (-8.6146699 41.1515369, -8.6152527 41.1514269, -8.6153097 41.1514083, -8.6153439 41.1513914, -8.6153598 41.1513794, -8.615371 41.1513657, -8.6153786 41.1513473, -8.6153756 41.1513196, -8.6153616 41.1512651, -8.6153348 41.1512095, -8.6153093 41.1511706, -8.6152676 41.1511301, -8.6152215 41.1511081, -8.6148604 41.1509773, -8.6147679 41.1509447, -8.6147127 41.1509259)",,,,Praça Coronel Pacheco,,,,6317
2852022760,25632292,0,"[128825641, 281224991]",True,1,residential,,False,205.691,"LINESTRING (-8.6146699 41.1515369, -8.614526 41.1515637, -8.6143209 41.1516001, -8.6138497 41.1516693, -8.6138374 41.1517103, -8.6135935 41.1528719)",,,,"['Travessa de São Carlos', 'Rua dos Mártires da Liberdade']",4,,,6318
2872850101,663694756,0,52071271,False,,residential,50,True,80.481,"LINESTRING (-8.551277 41.1612302, -8.5514618 41.161315, -8.5521396 41.1610823)",,,yes,Rua de António Feliciano de Castilho,,,,6319
2872868840,663689447,0,1018752487,False,2,tertiary,50,True,22.929,"LINESTRING (-8.5550424 41.15942, -8.5552565 41.1592914)",,,yes,Rua das Areias,,,,6320
2872868840,2872868843,0,1083175716,False,2,tertiary,,False,2.761,"LINESTRING (-8.5550424 41.15942, -8.5550173 41.1594361)",,,,Rua das Areias,,,,6321
2872868843,663689449,0,1083175716,False,2,tertiary,,False,18.656,"LINESTRING (-8.5550173 41.1594361, -8.5548488 41.1595459)",,,,Rua das Areias,,,,6322
2872868843,2872868840,0,1083175716,False,2,tertiary,,True,2.761,"LINESTRING (-8.5550173 41.1594361, -8.5550424 41.15942)",,,,Rua das Areias,,,,6323
2872868843,663689471,0,283425597,True,,tertiary,,False,26.668,"LINESTRING (-8.5550173 41.1594361, -8.5550392 41.1594873, -8.5550902 41.159556, -8.5551739 41.1596429)",,,,,,,,6324
2874406512,663694764,0,283598060,False,,residential,,False,100.06700000000001,"LINESTRING (-8.5579411 41.1639851, -8.5573993 41.1640175, -8.5573108 41.1640356, -8.5572598 41.1640861, -8.5570962 41.164387, -8.5570566 41.1644015)",,,,,,,,6325
2874406543,663860620,0,283598065,False,,residential,,False,90.89800000000001,"LINESTRING (-8.5586063 41.1655622, -8.558617 41.1654289, -8.5584427 41.1654248, -8.5583112 41.1654349, -8.5578526 41.1655743, -8.5577784 41.1656327)",,,,,,,,6326
2874406560,2874406564,0,283598067,False,,residential,,False,65.17,"LINESTRING (-8.5585714 41.1657176, -8.5582174 41.1658549, -8.5581289 41.1659902, -8.5580645 41.166071, -8.55801 41.1660754)",,,,,,,,6327
2874406564,663860636,0,283425598,False,,tertiary,50,False,202.63400000000001,"LINESTRING (-8.55801 41.1660754, -8.5580208 41.1661274, -8.5579928 41.1662662, -8.5578366 41.1667432, -8.5578355 41.1672634, -8.5578684 41.1673411, -8.5579958 41.1675181, -8.5583628 41.1677075)",CM 1426,,yes,Rua de Esteves,,,,6328
2874406564,663860620,0,283425598,False,,tertiary,50,True,53.271,"LINESTRING (-8.55801 41.1660754, -8.5579889 41.1659734, -8.5578817 41.1657899, -8.5577784 41.1656327)",CM 1426,,yes,Rua de Esteves,,,,6329
2874406564,2874406560,0,283598067,False,,residential,,True,65.17,"LINESTRING (-8.55801 41.1660754, -8.5580645 41.166071, -8.5581289 41.1659902, -8.5582174 41.1658549, -8.5585714 41.1657176)",,,,,,,,6330
2875287554,663689292,0,52070505,False,,residential,,False,12.055,"LINESTRING (-8.5503035 41.1622927, -8.5504464 41.1623061)",,,,Travessa Doutor Oliveira Lobo,,,,6331
2875287554,663694626,0,52070505,False,,residential,,True,47.644999999999996,"LINESTRING (-8.5503035 41.1622927, -8.5502481 41.1622882, -8.5497377 41.1622463)",,,,Travessa Doutor Oliveira Lobo,,,,6332
2880479505,2880479536,0,450918010,False,,residential,,True,41.708,"LINESTRING (-8.5710126 41.1778075, -8.5710995 41.1777445, -8.5713486 41.17759, -8.5713876 41.1775609)",,,,Rua Óscar Lopes,,,,6333
2880479523,1731170737,0,284308283,False,,residential,,True,165.07,"LINESTRING (-8.5719478 41.1768902, -8.571988 41.1768951, -8.5720094 41.1769026, -8.5720792 41.1769445, -8.5721854 41.1770166, -8.5723121 41.1770891, -8.5724429 41.1771524, -8.5726128 41.1771938, -8.572738 41.1772306, -8.5728129 41.1772492, -8.5728716 41.1772739, -8.5729282 41.1773017, -8.5729788 41.1773356, -8.5731128 41.1774123, -8.5731851 41.1774732, -8.5732775 41.1775254, -8.5734013 41.1775716, -8.5735962 41.1776718)",,,,Calçada da Ranha,,,,6334
2880479523,2880479536,0,450918010,False,,residential,,False,92.50999999999999,"LINESTRING (-8.5719478 41.1768902, -8.5719549 41.176936, -8.571941 41.1770333, -8.5719151 41.1771129, -8.5718549 41.1772074, -8.5717848 41.1772872, -8.5716919 41.1773593, -8.5714985 41.1774886, -8.5713876 41.1775609)",,,,Rua Óscar Lopes,,,,6335
2880479523,4677584342,0,1186119615,False,,residential,,False,33.754999999999995,"LINESTRING (-8.5719478 41.1768902, -8.571939 41.1768158, -8.5719125 41.1767411, -8.5718231 41.1766053)",,,,Calçada da Ranha,,,,6336
2880479531,4677584342,0,473693519,False,,residential,,True,91.453,"LINESTRING (-8.5708546 41.1763156, -8.5710123 41.1763222, -8.5711815 41.1763314, -8.5713314 41.1763445, -8.5714636 41.1763757, -8.5715939 41.1764347, -8.5717068 41.1765038, -8.5718231 41.1766053)",,,,Rua Manuel Pinho,,,,6337
2880479531,2880479543,0,824075306,True,1,residential,,False,26.547,"LINESTRING (-8.5708546 41.1763156, -8.5708624 41.1763878, -8.5708841 41.1765533)",,,,Rua Manuel Pinho,,,,6338
2880479531,7694056913,0,824075307,False,,residential,,False,34.976,"LINESTRING (-8.5708546 41.1763156, -8.5705389 41.1762919, -8.5704385 41.1762868)",,,,,,,,6339
2880479533,2880479545,0,284308281,True,,residential,,False,39.254,"LINESTRING (-8.5709141 41.1767743, -8.5704451 41.1767716)",,,,Rua Fernando Mendonça,,,,6340
2880479533,2880479534,0,824075306,True,1,residential,,False,44.954,"LINESTRING (-8.5709141 41.1767743, -8.5710784 41.1771592)",,,,Rua Manuel Pinho,,,,6341
2880479534,2880479535,0,824075306,True,1,residential,,False,25.244,"LINESTRING (-8.5710784 41.1771592, -8.5712091 41.1773638)",,,,Rua Manuel Pinho,,,,6342
2880479535,2880479536,0,824075306,True,1,residential,,False,26.524,"LINESTRING (-8.5712091 41.1773638, -8.5713876 41.1775609)",,,,Rua Manuel Pinho,,,,6343
2880479535,2880479543,0,284308279,False,,residential,,False,148.035,"LINESTRING (-8.5712091 41.1773638, -8.5715095 41.177162, -8.5715384 41.1771396, -8.5715672 41.1771111, -8.5716107 41.1770403, -8.5716332 41.176979, -8.5716375 41.1769116, -8.5716203 41.1768288, -8.5715685 41.1767461, -8.5715102 41.176689, -8.5714398 41.1766411, -8.5713473 41.1766042, -8.5712466 41.1765765, -8.5710775 41.1765618, -8.5708841 41.1765533)",,,,Rua Virgínia Leite de Sousa,,,,6344
2880479536,2880479505,0,450918010,False,,residential,,False,41.708,"LINESTRING (-8.5713876 41.1775609, -8.5713486 41.17759, -8.5710995 41.1777445, -8.5710126 41.1778075)",,,,Rua Óscar Lopes,,,,6345
2880479536,2880479523,0,450918010,False,,residential,,True,92.51,"LINESTRING (-8.5713876 41.1775609, -8.5714985 41.1774886, -8.5716919 41.1773593, -8.5717848 41.1772872, -8.5718549 41.1772074, -8.5719151 41.1771129, -8.571941 41.1770333, -8.5719549 41.176936, -8.5719478 41.1768902)",,,,Rua Óscar Lopes,,,,6346
2880479543,2880479533,0,824075306,True,1,residential,,False,24.702,"LINESTRING (-8.5708841 41.1765533, -8.5709141 41.1767743)",,,,Rua Manuel Pinho,,,,6347
2880479543,2880479535,0,284308279,False,,residential,,True,148.035,"LINESTRING (-8.5708841 41.1765533, -8.5710775 41.1765618, -8.5712466 41.1765765, -8.5713473 41.1766042, -8.5714398 41.1766411, -8.5715102 41.176689, -8.5715685 41.1767461, -8.5716203 41.1768288, -8.5716375 41.1769116, -8.5716332 41.176979, -8.5716107 41.1770403, -8.5715672 41.1771111, -8.5715384 41.1771396, -8.5715095 41.177162, -8.5712091 41.1773638)",,,,Rua Virgínia Leite de Sousa,,,,6348
2880479544,2880479534,0,284308280,True,,residential,,False,43.122,"LINESTRING (-8.5706824 41.1774073, -8.5710784 41.1771592)",,,,Rua António Ámen,,,,6349
2880479544,2880479505,0,450918011,True,1,residential,,False,52.44199999999999,"LINESTRING (-8.5706824 41.1774073, -8.5707213 41.1774528, -8.5709117 41.1777031, -8.5710126 41.1778075)",,,,Rua D. Antónia Adelaide Ferreira,,,,6350
2880479545,2880479544,0,450918011,True,1,residential,,False,73.952,"LINESTRING (-8.5704451 41.1767716, -8.5704519 41.1768623, -8.5704761 41.1769768, -8.5705437 41.1771515, -8.5706317 41.17732, -8.5706824 41.1774073)",,,,Rua D. Antónia Adelaide Ferreira,,,,6351
2880793351,663694772,0,52071270,False,,residential,,False,58.833999999999996,"LINESTRING (-8.5535064 41.1600328, -8.553529 41.1600907, -8.5537357 41.1604642, -8.5537685 41.1605234)",,,,,,,,6352
2880793351,663689365,0,144386004,False,2,tertiary,,False,319.454,"LINESTRING (-8.5535064 41.1600328, -8.552599 41.1603214, -8.5522664 41.1604022, -8.5512329 41.1605349, -8.5498215 41.1607215)",CM 1426,,,Rua Padre Dehon,,,,6353
2880793351,663689449,0,1067227809,False,2,tertiary,,True,125.013,"LINESTRING (-8.5535064 41.1600328, -8.5540152 41.1598691, -8.5541115 41.1598363, -8.5545839 41.1596752, -8.5548488 41.1595459)",CM 1426,,,Rua das Areias,,,,6354
2893310955,1106006327,0,60175223,True,1,residential,,False,108.554,"LINESTRING (-8.6108577 41.1505507, -8.6110086 41.1505151, -8.6110573 41.150503, -8.6120989 41.1502687)",,,,Rua de Ricardo Jorge,,,,6355
2893310955,1676280555,0,"[60175941, 763524487]",True,3,secondary,,False,134.18600000000004,"LINESTRING (-8.6108577 41.1505507, -8.610851 41.1504784, -8.6108473 41.1504405, -8.6108506 41.1503863, -8.6108772 41.1503313, -8.6110969 41.1500468, -8.6111388 41.1499902, -8.6112048 41.1498841, -8.6112224 41.1498389, -8.6112386 41.1497903, -8.611246 41.1497303, -8.6112328 41.1495462, -8.6112234 41.1494158)",,,,Rua do Clube dos Fenianos,,,,6356
2940931372,25632399,0,"[738994728, 1187716778, 1187716779, 1187716780, 207724051]",True,"['4', '2', '3']",residential,50,False,141.96499999999997,"LINESTRING (-8.6068184 41.1522933, -8.6068941 41.1522579, -8.6069065 41.1522303, -8.6069848 41.1520581, -8.6070155 41.1519887, -8.6070853 41.1518197, -8.6071817 41.1516049, -8.6073281 41.1512542, -8.6073432 41.1512179, -8.6073894 41.1511073)",,,,Rua do Bolhão,4,,,6357
2940931372,25632401,0,"[8367104, 208580373]",True,1,residential,,False,359.7080000000001,"LINESTRING (-8.6068184 41.1522933, -8.6069045 41.1523114, -8.6070037 41.1523368, -8.6080214 41.1525977, -8.6080742 41.1526031, -8.6081001 41.1525941, -8.608122 41.1525765, -8.6081424 41.1525237, -8.6081963 41.1521882, -8.608223 41.1520738, -8.6084709 41.1511771, -8.6085106 41.1510886, -8.6085334 41.1510416, -8.60882 41.150619, -8.6088601 41.1505601, -8.6089109 41.1504849)",,,,"['Rua do Bonjardim', 'Rua de Guedes de Azevedo']",4,,,6358
2940944679,2940944907,0,"[290580548, 290580549]",True,,secondary_link,,False,24.127,"LINESTRING (-8.60537 41.153264, -8.6053052 41.1533406, -8.6052798 41.1533714, -8.6051983 41.1534371)",,,,,,,building_passage,6359
2940944679,3092699113,0,"[726566450, 304688482]",True,,secondary_link,,False,20.141,"LINESTRING (-8.60537 41.153264, -8.6053689 41.1533416, -8.6053677 41.1533829, -8.6053699 41.1534451)",,,,Rua Sá da Bandeira,4,,building_passage,6360
2940944907,1110698261,0,738994727,True,1,secondary,,False,36.902,"LINESTRING (-8.6051983 41.1534371, -8.6047576 41.1534318)",,,,Rua de Gonçalo Cristóvão,,,,6361
2958410861,2585545679,0,"[1172585705, 252525258]",True,"['1', '2']",residential,,False,208.629,"LINESTRING (-8.6109892 41.1645454, -8.6108956 41.1645417, -8.6092459 41.1644755, -8.6086343 41.1644452, -8.6085008 41.1644416)",,,,Rua António Cândido,,,,6362
2958410861,122452427,0,1016548268,False,2,secondary,,False,204.707,"LINESTRING (-8.6109892 41.1645454, -8.610992 41.164431, -8.6110203 41.1639105, -8.6110233 41.1638334, -8.6110388 41.163436, -8.6110571 41.1632228, -8.6110755 41.1630201, -8.611091 41.1629185, -8.6111136 41.1628084, -8.6111351 41.1627093)",,,,Rua de Antero de Quental,,,,6363
2958410861,128560448,0,1028339894,False,2,secondary,,True,47.991,"LINESTRING (-8.6109892 41.1645454, -8.6109781 41.1647338, -8.6109795 41.1649768)",,,,Rua de Antero de Quental,,,,6364
3024642967,1788785542,0,298568019,True,,residential,,False,26.544,"LINESTRING (-8.597736 41.1479095, -8.597826 41.1479288, -8.5978777 41.1479112, -8.5979218 41.1478845, -8.5979394 41.1478548, -8.5979585 41.1478065)",,,,Rua de Ferreira Cardoso,,,,6365
3024642967,2202026176,0,391839895,True,2,tertiary,,False,32.074,"LINESTRING (-8.597736 41.1479095, -8.597893 41.1480403, -8.5979484 41.1480937, -8.5979801 41.1481311)",,,,Rua de Ferreira Cardoso,,,,6366
3027958639,354912520,0,31721081,False,2,secondary,30,True,41.831,"LINESTRING (-8.5895434 41.1470537, -8.5891641 41.1471214, -8.5890573 41.1471405)",,,,Rua do Heroísmo,,,,6367
3027958639,560409219,0,"[44095088, 298838091]",False,,residential,,False,164.16899999999998,"LINESTRING (-8.5895434 41.1470537, -8.5895651 41.1471318, -8.5896541 41.1474263, -8.5898231 41.1478812, -8.5898651 41.1480061, -8.5900461 41.1480568, -8.590479 41.1481785)",,,,Rua de Frei Heitor Pinto,,,,6368
3092543648,1788786387,0,128363655,True,1,secondary,,False,40.352000000000004,"LINESTRING (-8.6322 41.1536041, -8.6323112 41.1534968, -8.6323175 41.153482, -8.6323899 41.1532779)",,,,Rua Gonçalo Sampaio,,,,6369
3092543648,129792737,0,"[128363656, 128362569, 482272231]",True,1,secondary_link,,False,182.117,"LINESTRING (-8.6322 41.1536041, -8.6322497 41.1534778, -8.6323179 41.1532745, -8.6323606 41.152947, -8.632447 41.1527874, -8.6326311 41.1525612, -8.6327346 41.1521797, -8.6327321 41.1520394)",,,,Túnel do Campo Alegre,,,yes,6370
3092543648,2244990442,0,"[482263508, 224637998]",False,3,secondary,,True,55.57099999999999,"LINESTRING (-8.6322 41.1536041, -8.6321425 41.1536944, -8.6320578 41.1537974, -8.6319742 41.1538791, -8.6318622 41.1539742, -8.6318156 41.1540073)",,,,Rua Gonçalo Sampaio,,,,6371
3092548268,478928715,0,39896739,False,,residential,,False,440.3040000000001,"LINESTRING (-8.6378885 41.1491394, -8.6380282 41.1491279, -8.6381678 41.1491312, -8.6390483 41.1491764, -8.6398008 41.1492157, -8.6400759 41.1492027, -8.6403313 41.1491723, -8.6419082 41.1489379, -8.6427489 41.1487181, -8.6428445 41.1487028, -8.6429411 41.148712, -8.6430551 41.1487234)",,,,Via Panorâmica Edgar Cardoso,,,,6372
3092548268,4554424113,0,39896739,False,,residential,,True,78.82,"LINESTRING (-8.6378885 41.1491394, -8.6377457 41.1491797, -8.6376365 41.149217, -8.637583 41.1492427, -8.6375414 41.1492685, -8.6374838 41.149314, -8.6374389 41.1493753, -8.6373999 41.1494545, -8.6373687 41.1495506, -8.6373632 41.1496496)",,,,Via Panorâmica Edgar Cardoso,,,,6373
3092548268,3092548270,0,304680849,True,,unclassified,,False,146.15,"LINESTRING (-8.6378885 41.1491394, -8.6384403 41.1492128, -8.6385677 41.1492599, -8.6386651 41.1493072, -8.638758 41.1493694, -8.6388103 41.1494356, -8.6388322 41.1495018, -8.6388366 41.1495729, -8.6388116 41.1496571, -8.6387559 41.1497247, -8.6387005 41.1497857, -8.6385542 41.1498853)",,,,,,,,6374
3092548270,111461666,0,"[1184449984, 1184449983, 95841120, 95841143]",True,"['1', '2']",motorway_link,,False,280.64300000000003,"LINESTRING (-8.6385542 41.1498853, -8.637858 41.1501576, -8.6375071 41.1502977, -8.6365949 41.1506351, -8.6362021 41.1507301, -8.6358966 41.1507949, -8.6355071 41.1509208)",,yes,,Via Panorâmica,,,,6375
3092699113,1887601134,0,893051365,True,,secondary_link,,False,11.795,"LINESTRING (-8.6053699 41.1534451, -8.6054379 41.153538)",,,,Rua Sá da Bandeira,4,,,6376
3092699113,2940944907,0,893051366,True,1,secondary,,False,14.396,"LINESTRING (-8.6053699 41.1534451, -8.6052933 41.1534407, -8.6051983 41.1534371)",,,,Rua de Gonçalo Cristóvão,,,,6377
3092747263,122452409,0,13263613,True,3,secondary,,False,16.433,"LINESTRING (-8.5941358 41.1605816, -8.5943292 41.1606069)",,,,Rua de Carlos Malheiro Dias,,,,6378
3092747271,3092747263,0,304690305,True,,secondary_link,,False,34.305,"LINESTRING (-8.5940387 41.1603487, -8.5940004 41.1603875, -8.5939788 41.1604151, -8.5939721 41.1604453, -8.5939752 41.1604808, -8.5939964 41.1605097, -8.5940359 41.1605421, -8.5941358 41.1605816)",,,,,,,,6379
3092747271,122452407,0,1018551323,True,,secondary,,False,53.245,"LINESTRING (-8.5940387 41.1603487, -8.5939121 41.1603793, -8.5936774 41.1604547, -8.5935535 41.1604954, -8.5934679 41.1605506)",,,,Rua Nova de São Crispim,,,,6380
3092747273,1352663655,0,27293116,True,1,motorway_link,50,False,197.126,"LINESTRING (-8.5877008 41.16737, -8.5876288 41.1672778, -8.5874843 41.1671694, -8.5874535 41.1671411, -8.5874227 41.1671098, -8.5873854 41.1670718, -8.5873642 41.1670327, -8.5873371 41.166987, -8.5873287 41.1669301, -8.5873315 41.1668646, -8.5873449 41.1668232, -8.5873771 41.1667777, -8.5874253 41.1667293, -8.5874521 41.166703, -8.5874897 41.1666788, -8.5875353 41.1666566, -8.5875916 41.1666384, -8.5876399 41.1666263, -8.5876962 41.1666243, -8.58777 41.1666263, -8.5878438 41.1666404, -8.5879162 41.1666647, -8.5879698 41.166697, -8.5880161 41.1667313, -8.5880516 41.1667697, -8.5880818 41.1668151, -8.5880946 41.1668625, -8.5881033 41.1669059, -8.5881026 41.1669493, -8.5881018 41.1670158, -8.5880889 41.1670782, -8.5880665 41.1672228)",,,,Nó das Antas,,,,6381
3092747273,26015872,0,"[478886771, 29036508]",True,3,motorway,80,False,140.65699999999998,"LINESTRING (-8.5877008 41.16737, -8.5870711 41.1670219, -8.586693 41.1668441, -8.586275 41.1667121)",IC 23;A 20,,,Via de Cintura Interna,,,,6382
3092747274,26015879,0,"[35006697, 839842697, 478882419, 480142667]",True,"['4', '3']",motorway,80,False,471.70099999999996,"LINESTRING (-8.589606 41.1685955, -8.589698 41.1686506, -8.589868 41.1687524, -8.5900944 41.168888, -8.590448 41.1691013, -8.5912283 41.1695912, -8.5920643 41.1701295, -8.5935435 41.1711232, -8.5938865 41.1713532)",IC 23;A 20,,,Via de Cintura Interna,,,,6383
3092747279,4464130485,0,37856708,True,1,motorway_link,,False,228.30499999999998,"LINESTRING (-8.5886173 41.1680321, -8.5886316 41.1681266, -8.5887316 41.1682338, -8.5887661 41.1682847, -8.5887899 41.1683417, -8.5888009 41.1684058, -8.5887945 41.1684689, -8.5887833 41.1685195, -8.5887641 41.1685621, -8.588687 41.1686656, -8.5885881 41.1687383, -8.5884727 41.1687746, -8.5883601 41.1687938, -8.5882502 41.1687949, -8.5881429 41.1687803, -8.5880256 41.1687455, -8.5879337 41.1686869, -8.587862 41.1686233, -8.5878009 41.1685219, -8.5877862 41.1684729, -8.5877808 41.1684295, -8.5877815 41.1683861, -8.5877915 41.1682993, -8.5878142 41.1682219, -8.5878518 41.1680916, -8.58786 41.1679917)",,,,Nó das Antas,,,,6384
